rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp
4059	flash	v	16627	16.74	0.10	0.02	11599	0.90
4060	simultaneously	r	16626	16.74	0.05	0.00	12964	0.93
4061	dynamics	n	16623	16.74	0.12	0.00	9875	0.90
4062	shell	n	16622	16.74	0.11	0.01	9448	0.95
4063	hint	n	16621	16.74	0.08	0.01	13490	0.96
4064	frame	v	16594	16.71	0.05	0.01	12103	0.96
4065	administer	v	16592	16.71	0.01	0.00	10365	0.90
4066	rush	n	16589	16.71	0.03	0.01	13419	0.97
4067	christianity	n	16585	16.70	0.98	0.00	6170	0.92
4068	distract	v	16563	16.68	0.03	0.00	13029	0.97
4069	ban	n	16560	16.68	0.09	0.00	8601	0.93
4070	alleged	j	16528	16.64	0.02	0.00	11389	0.93
4071	statute	n	16524	16.64	0.09	0.00	5777	0.86
4072	value	v	16523	16.64	0.03	0.00	11991	0.95
4073	biology	n	16518	16.63	0.25	0.01	8303	0.91
4074	republican	j	16513	16.63	0.74	0.03	10388	0.92
4075	follower	n	16508	16.62	0.04	0.01	10133	0.95
4076	nasty	j	16504	16.62	0.06	0.01	12690	0.97
4077	evident	j	16476	16.59	0.00	0.00	12730	0.91
4078	prior	j	16472	16.59	0.05	0.00	10320	0.91
4079	confess	v	16468	16.58	0.03	0.00	11663	0.98
4080	eligible	j	16461	16.58	0.03	0.00	10133	0.92
4081	picture	v	16439	16.55	0.18	0.02	12462	0.96
4082	rock	v	16432	16.55	0.10	0.02	12260	0.96
4083	trap	n	16420	16.54	0.07	0.02	10048	0.98
4084	consent	n	16419	16.53	0.05	0.00	8102	0.92
4085	pump	n	16418	16.53	0.08	0.01	8536	0.94
4086	down	n	16415	16.53	0.43	0.12	10718	0.93
4087	bloody	j	16415	16.53	0.13	0.01	11210	0.97
4088	hate	n	16397	16.51	0.08	0.02	9008	0.94
4089	occasional	j	16386	16.50	0.03	0.00	14058	0.95
4090	trunk	n	16376	16.49	0.04	0.01	9218	0.93
4091	prohibit	v	16370	16.49	0.02	0.00	10446	0.93
4092	sustainable	j	16363	16.48	0.13	0.00	7929	0.89
4093	belly	n	16361	16.48	0.07	0.01	10757	0.91
4094	banking	n	16356	16.47	0.15	0.01	7659	0.93
4095	asshole	n	16356	16.47	0.11	0.03	7265	0.89
4096	journalism	n	16352	16.47	0.17	0.00	8495	0.93
4097	flash	n	16348	16.46	0.21	0.02	10351	0.94
4098	average	v	16343	16.46	0.02	0.00	10432	0.91
4099	obstacle	n	16342	16.46	0.03	0.01	12311	0.95
4100	ridge	n	16341	16.46	0.49	0.02	8091	0.93
4101	heal	v	16325	16.44	0.03	0.01	11154	0.98
4102	bastard	n	16320	16.43	0.12	0.01	9491	0.91
4103	cheer	v	16318	16.43	0.13	0.06	11864	0.97
4104	apology	n	16314	16.43	0.08	0.01	11183	0.97
4105	tumor	n	16309	16.42	0.03	0.00	4463	0.87
4106	architect	n	16305	16.42	0.13	0.01	9134	0.93
4107	wrist	n	16293	16.41	0.02	0.01	10149	0.91
4108	harbor	n	16291	16.41	0.54	0.01	8616	0.95
4109	handsome	j	16284	16.40	0.07	0.01	11994	0.93
4110	bullshit	n	16278	16.39	0.19	0.02	8023	0.90
4111	realm	n	16277	16.39	0.06	0.00	10610	0.94
4112	bet	n	16276	16.39	0.10	0.05	11047	0.98
4113	twist	v	16274	16.39	0.03	0.01	12112	0.91
4114	inspector	n	16272	16.39	0.28	0.02	6593	0.91
4115	surveillance	n	16262	16.38	0.11	0.01	8515	0.94
4116	trauma	n	16257	16.37	0.08	0.00	8259	0.90
4117	rebuild	v	16256	16.37	0.04	0.00	11551	0.95
4118	romance	n	16244	16.36	0.10	0.01	9572	0.97
4119	gross	j	16241	16.36	0.15	0.02	11425	0.97
4120	deadline	n	16240	16.35	0.07	0.01	10655	0.94
4121	age	v	16238	16.35	0.08	0.01	11359	0.95
4122	classical	j	16222	16.34	0.13	0.01	8466	0.93
4123	convey	v	16221	16.33	0.01	0.00	11840	0.94
4124	compensation	n	16221	16.33	0.07	0.01	8303	0.93
4125	insect	n	16198	16.31	0.07	0.01	7225	0.92
4126	debate	v	16195	16.31	0.02	0.00	12865	0.96
4127	output	n	16190	16.30	0.03	0.00	8096	0.91
4128	parliament	n	16176	16.29	0.48	0.00	7529	0.91
4129	suite	n	16164	16.28	0.30	0.02	9231	0.94
4130	opposed	i	16159	16.27	0.00	0.00	13243	0.95
4131	fold	v	16148	16.26	0.10	0.00	11678	0.91
4132	separation	n	16144	16.26	0.07	0.01	9866	0.93
4133	demon	n	16143	16.26	0.14	0.01	6807	0.93
4134	eating	n	16142	16.26	0.07	0.01	9936	0.96
4135	structural	j	16138	16.25	0.09	0.00	8288	0.87
4136	besides	i	16135	16.25	0.38	0.00	14074	0.98
4137	equality	n	16126	16.24	0.10	0.00	7899	0.92
4138	logical	j	16111	16.22	0.03	0.00	11310	0.94
4139	probability	n	16109	16.22	0.04	0.00	6440	0.88
4140	await	v	16102	16.22	0.03	0.00	13743	0.97
4141	generous	j	16095	16.21	0.03	0.00	13321	0.98
4142	acquisition	n	16072	16.18	0.08	0.00	8954	0.91
4143	custody	n	16070	16.18	0.03	0.00	9160	0.94
4144	compromise	n	16070	16.18	0.03	0.00	10719	0.95
4145	greet	v	16069	16.18	0.02	0.00	13050	0.94
4146	trash	n	16056	16.17	0.03	0.01	10776	0.97
4147	judicial	j	16050	16.16	0.15	0.01	6488	0.89
4148	earthquake	n	16050	16.16	0.08	0.01	6454	0.92
4149	insane	j	16042	16.15	0.05	0.02	11661	0.96
4150	realistic	j	16029	16.14	0.02	0.00	12238	0.96
4151	wake	n	16026	16.14	0.12	0.01	13164	0.96
4152	assemble	v	16017	16.13	0.05	0.00	12726	0.96
4153	necessity	n	16013	16.13	0.03	0.00	11614	0.94
4154	horn	n	16012	16.12	0.24	0.03	9268	0.95
4155	parameter	n	16010	16.12	0.05	0.00	6119	0.81
4156	grip	n	16005	16.12	0.03	0.01	11680	0.94
4157	modify	v	16000	16.11	0.04	0.00	10935	0.92
4158	signal	v	15998	16.11	0.02	0.00	12243	0.95
4159	sponsor	v	15998	16.11	0.07	0.00	12098	0.94
4160	mathematics	n	15994	16.11	0.16	0.00	4986	0.82
4161	hallway	n	15988	16.10	0.10	0.09	9597	0.88
4162	african-american	j	15963	16.08	1.00	0.00	8314	0.92
4163	any	r	15957	16.07	0.02	0.00	13700	0.97
4164	liability	n	15952	16.06	0.07	0.01	7802	0.91
4165	crawl	v	15944	16.06	0.04	0.01	11415	0.92
4166	theoretical	j	15943	16.06	0.08	0.01	8294	0.84
4167	condemn	v	15942	16.05	0.01	0.00	10841	0.96
4168	fluid	n	15938	16.05	0.05	0.01	9365	0.95
4169	homeland	n	15934	16.05	0.45	0.01	8910	0.93
4170	technological	j	15934	16.05	0.08	0.00	9221	0.91
4171	exam	n	15933	16.04	0.05	0.01	8125	0.97
4172	anchor	n	15923	16.03	0.35	0.26	10438	0.85
4173	spell	v	15921	16.03	0.05	0.01	11437	0.97
4174	considering	c	15896	16.01	0.35	0.00	13574	0.96
4175	conscious	j	15895	16.01	0.03	0.00	11076	0.96
4176	vitamin	n	15887	16.00	0.18	0.01	5484	0.89
4177	known	j	15885	16.00	0.02	0.00	12263	0.96
4178	hostage	n	15872	15.98	0.04	0.01	6684	0.79
4179	reserve	v	15866	15.98	0.07	0.01	13421	0.95
4180	actively	r	15862	15.97	0.01	0.00	12449	0.93
4181	mill	n	15859	15.97	0.33	0.01	7971	0.94
4182	teenage	j	15845	15.96	0.15	0.01	10948	0.96
4183	respect	i	15832	15.94	0.01	0.00	8446	0.88
4184	retrieve	v	15830	15.94	0.33	0.00	9061	0.85
4185	processing	n	15825	15.94	0.08	0.00	7839	0.89
4186	sentiment	n	15815	15.93	0.03	0.00	11741	0.95
4187	offering	n	15814	15.93	0.02	0.00	10957	0.95
4188	oral	j	15805	15.92	0.13	0.00	7263	0.89
4189	convinced	j	15803	15.91	0.03	0.00	13404	0.97
4190	photography	n	15803	15.91	0.20	0.05	6819	0.92
4191	coin	n	15797	15.91	0.08	0.03	7890	0.96
4192	laptop	n	15796	15.91	0.05	0.01	7739	0.92
4193	bounce	v	15792	15.90	0.03	0.01	12612	0.95
4194	goodness	n	15790	15.90	0.09	0.01	11652	0.97
4195	affiliation	n	15784	15.89	0.60	0.00	12714	0.78
4196	punch	v	15780	15.89	0.06	0.01	11418	0.96
4197	burst	v	15772	15.88	0.02	0.01	12331	0.92
4198	bee	n	15760	15.87	0.28	0.02	6133	0.94
4199	blessing	n	15758	15.87	0.08	0.01	10997	0.97
4200	command	v	15758	15.87	0.09	0.01	11210	0.97
4201	continuous	j	15752	15.86	0.24	0.19	8974	0.90
4202	above	j	15751	15.86	0.01	0.00	11260	0.91
4203	landing	n	15743	15.85	0.13	0.01	8254	0.95
4204	repair	n	15742	15.85	0.06	0.01	9742	0.96
4205	worry	n	15739	15.85	0.03	0.01	12737	0.98
4206	ritual	n	15737	15.85	0.04	0.01	9078	0.93
4207	bath	n	15725	15.84	0.04	0.01	9832	0.96
4208	sneak	v	15716	15.83	0.04	0.01	12542	0.96
4209	historically	r	15703	15.81	0.21	0.00	12321	0.94
4210	mud	n	15699	15.81	0.08	0.02	9181	0.94
4211	scan	v	15695	15.81	0.08	0.01	10440	0.94
4212	reminder	n	15692	15.80	0.03	0.00	13102	0.97
4213	hers	p	15685	15.80	0.06	0.01	11202	0.88
4214	slavery	n	15684	15.79	0.09	0.00	6354	0.93
4215	supervisor	n	15672	15.78	0.19	0.01	8201	0.94
4216	quantity	n	15672	15.78	0.02	0.00	10448	0.93
4217	olympics	n	15664	15.77	0.99	0.01	6748	0.89
4218	pleasant	j	15653	15.77	0.13	0.01	11976	0.96
4219	slope	n	15651	15.76	0.08	0.01	8390	0.93
4220	skirt	n	15648	15.76	0.03	0.01	9159	0.90
4221	outlet	n	15645	15.75	0.05	0.00	11008	0.94
4222	curtain	n	15640	15.75	0.09	0.01	10281	0.91
4223	declaration	n	15635	15.74	0.39	0.01	8709	0.93
4224	seal	v	15632	15.74	0.12	0.02	11670	0.97
4225	immune	j	15631	15.74	0.03	0.00	8028	0.92
4226	switch	n	15630	15.74	0.08	0.01	10159	0.96
4227	calendar	n	15617	15.73	0.11	0.01	9367	0.95
4228	paragraph	n	15612	15.72	0.05	0.00	7799	0.89
4229	identical	j	15611	15.72	0.02	0.00	11403	0.95
4230	credit	v	15608	15.72	0.06	0.01	12866	0.95
4231	regret	v	15607	15.72	0.02	0.00	12465	0.98
4232	quest	n	15593	15.70	0.18	0.02	10712	0.96
4233	flat	n	15583	15.69	0.06	0.01	11111	0.94
4234	entrepreneur	n	15581	15.69	0.08	0.01	8850	0.94
4235	specify	v	15567	15.68	0.03	0.00	8657	0.88
4236	stumble	v	15561	15.67	0.02	0.00	12349	0.93
4237	clay	n	15557	15.67	0.42	0.05	6641	0.90
4238	noon	n	15551	15.66	0.18	0.01	10679	0.92
4239	last	r	15550	15.66	0.02	0.01	10171	0.90
4240	strip	v	15548	15.66	0.05	0.01	12523	0.97
4241	elbow	n	15543	15.65	0.04	0.00	10278	0.91
4242	outstanding	j	15537	15.65	0.12	0.01	11784	0.96
4243	uh-huh	u	15532	15.64	0.95	0.02	8804	0.89
4244	unity	n	15519	15.63	0.15	0.01	8097	0.92
4245	rent	n	15515	15.62	0.06	0.01	9251	0.97
4246	manipulate	v	15513	15.62	0.02	0.00	11420	0.96
4247	airplane	n	15512	15.62	0.03	0.01	9508	0.95
4248	portfolio	n	15509	15.62	0.09	0.01	7000	0.92
4249	mysterious	j	15507	15.62	0.05	0.01	11988	0.97
4250	delicious	j	15506	15.61	0.11	0.01	10995	0.96
4251	northwest	n	15505	15.61	0.62	0.01	10283	0.94
4252	sweat	n	15505	15.61	0.08	0.01	10849	0.90
4253	profound	j	15497	15.61	0.01	0.00	12386	0.96
4254	sacrifice	v	15484	15.59	0.03	0.00	11795	0.98
4255	treasure	n	15484	15.59	0.13	0.01	9616	0.97
4256	flour	n	15472	15.58	0.04	0.00	4997	0.86
4257	lightly	r	15472	15.58	0.06	0.00	10457	0.91
4258	rally	n	15471	15.58	0.06	0.01	9220	0.92
4259	default	n	15454	15.56	0.10	0.00	7088	0.88
4260	alongside	i	15454	15.56	0.04	0.00	13112	0.95
4261	plain	n	15447	15.56	0.39	0.01	9424	0.95
4262	hug	v	15443	15.55	0.05	0.01	10986	0.92
4263	isolate	v	15433	15.54	0.03	0.00	10758	0.92
4264	exploration	n	15421	15.53	0.10	0.01	9550	0.93
4265	secure	j	15420	15.53	0.05	0.01	11612	0.97
4266	limb	n	15391	15.50	0.02	0.00	9036	0.93
4267	enroll	v	15391	15.50	0.02	0.00	9278	0.90
4268	outer	j	15390	15.50	0.11	0.01	9979	0.95
4269	charter	n	15390	15.50	0.28	0.01	5850	0.93
4270	southwest	n	15385	15.49	0.63	0.01	9717	0.92
4271	escape	n	15376	15.48	0.09	0.01	10802	0.97
4272	arena	n	15361	15.47	0.06	0.01	10183	0.94
4273	witch	n	15359	15.47	0.21	0.01	6143	0.94
4274	upcoming	j	15358	15.47	0.05	0.02	13125	0.94
4275	forty	m	15352	15.46	0.22	0.01	11198	0.93
4276	someday	r	15352	15.46	0.20	0.01	12455	0.98
4277	unite	v	15351	15.46	0.19	0.01	11240	0.96
4278	courtesy	n	15350	15.46	0.35	0.11	10136	0.92
4279	statue	n	15343	15.45	0.13	0.01	7922	0.96
4280	fist	n	15331	15.44	0.06	0.01	10310	0.88
4281	castle	n	15330	15.44	0.39	0.02	6885	0.95
4282	precise	j	15330	15.44	0.02	0.00	12249	0.96
4283	squad	n	15328	15.44	0.15	0.02	9254	0.96
4284	cruise	n	15327	15.43	0.30	0.02	6993	0.93
4285	joke	v	15321	15.43	0.02	0.00	12656	0.97
4286	legally	r	15315	15.42	0.06	0.01	11224	0.96
4287	embassy	n	15303	15.41	0.35	0.01	6586	0.94
4288	patience	n	15298	15.41	0.13	0.03	11792	0.95
4289	medium	j	15296	15.40	0.05	0.01	6927	0.84
4290	thereby	r	15288	15.40	0.01	0.00	10984	0.89
4291	bush	n	15262	15.37	0.18	0.01	9632	0.95
4292	purple	j	15255	15.36	0.19	0.01	10337	0.94
4293	peer	v	15226	15.33	0.10	0.00	9857	0.88
4294	electrical	j	15225	15.33	0.08	0.01	9255	0.96
4295	outfit	n	15213	15.32	0.03	0.01	10911	0.97
4296	cage	n	15211	15.32	0.18	0.02	7951	0.95
4297	retired	j	15207	15.31	0.12	0.01	11808	0.93
4298	shark	n	15207	15.31	0.20	0.02	5180	0.92
4299	lobby	n	15206	15.31	0.09	0.03	9379	0.95
4300	sidewalk	n	15203	15.31	0.03	0.01	9506	0.91
4301	near	r	15200	15.31	0.05	0.01	12668	0.97
4302	runner	n	15188	15.29	0.18	0.01	7876	0.94
4303	ankle	n	15182	15.29	0.02	0.01	9512	0.94
4304	attraction	n	15180	15.29	0.07	0.01	10492	0.96
4305	fool	v	15179	15.29	0.08	0.01	11623	0.97
4306	artificial	j	15142	15.25	0.09	0.00	9416	0.95
4307	mercy	n	15139	15.25	0.22	0.01	9488	0.97
4308	indigenous	j	15139	15.25	0.29	0.00	4775	0.82
4309	slap	v	15130	14.57	0.05	0.01	10546	0.91
4310	tune	n	15126	15.23	0.04	0.01	10969	0.97
4311	dancer	n	15125	15.23	0.10	0.01	7492	0.96
4312	candle	n	15125	15.23	0.08	0.01	8742	0.94
4313	sexually	r	15120	15.23	0.03	0.00	8556	0.94
4314	needle	n	15115	15.22	0.08	0.01	9131	0.95
4315	hidden	j	15111	15.22	0.08	0.01	10720	0.96
4316	chronicle	n	15106	15.21	0.89	0.04	8559	0.82
4317	suburb	n	15106	15.21	0.03	0.01	10395	0.94
4318	toxic	j	15101	15.21	0.08	0.01	8716	0.95
4319	underlying	j	15095	15.20	0.01	0.00	10845	0.92
4320	sensor	n	15084	15.19	0.04	0.00	5806	0.91
4321	deploy	v	15082	15.19	0.02	0.00	10135	0.96
4322	debut	n	15081	15.19	0.03	0.01	10732	0.92
4323	star	v	15075	15.18	0.10	0.01	10655	0.94
4324	magnitude	n	15074	15.18	0.02	0.00	8384	0.91
4325	suspicion	n	15070	15.18	0.03	0.00	11464	0.97
4326	pro	j	15067	15.17	0.38	0.02	9599	0.93
4327	colonial	j	15065	15.17	0.22	0.01	6137	0.87
4328	icon	n	15065	15.17	0.08	0.02	9103	0.94
4329	grandma	n	15063	15.17	0.61	0.01	6481	0.94
4330	info	n	15051	15.16	0.16	0.06	9205	0.90
4331	jurisdiction	n	15049	15.15	0.03	0.00	6652	0.87
4332	iranian	j	15043	15.15	1.00	0.00	4629	0.90
4333	senior	n	15032	15.14	0.10	0.01	8315	0.92
4334	parade	n	15028	15.13	0.19	0.02	8718	0.95
4335	seal	n	15019	15.12	0.34	0.12	6988	0.95
4336	archive	n	15007	15.11	0.41	0.02	7871	0.92
4337	gifted	j	15000	15.11	0.08	0.00	5360	0.77
4338	rage	n	14996	15.10	0.10	0.01	10377	0.96
4339	outdoor	j	14995	15.10	0.15	0.02	9865	0.92
4340	ending	n	14992	15.10	0.04	0.01	9484	0.96
4341	loop	n	14987	15.09	0.19	0.01	9032	0.96
4342	altogether	r	14986	15.09	0.06	0.00	12862	0.97
4343	chase	n	14979	15.08	0.61	0.06	8043	0.93
4344	burning	j	14976	15.08	0.11	0.01	10902	0.97
4345	reception	n	14976	15.08	0.06	0.01	9757	0.96
4346	local	n	14975	15.08	0.45	0.02	10315	0.95
4347	crush	v	14968	15.07	0.05	0.01	11968	0.97
4348	premise	n	14964	15.07	0.02	0.00	10341	0.94
4349	deem	v	14964	15.07	0.01	0.00	11708	0.95
4350	automatic	j	14953	15.06	0.08	0.01	10138	0.96
4351	whale	n	14947	15.05	0.18	0.04	4206	0.86
4352	mechanical	j	14945	15.05	0.11	0.01	8388	0.91
4353	credibility	n	14944	15.05	0.02	0.00	10326	0.95
4354	drain	v	14944	15.05	0.17	0.00	10122	0.92
4355	drift	v	14941	15.05	0.03	0.00	10929	0.89
4356	loyalty	n	14935	15.04	0.05	0.01	10038	0.97
4357	promising	j	14933	15.04	0.03	0.00	12662	0.96
4358	tide	n	14929	15.03	0.17	0.01	9642	0.97
4359	traveler	n	14928	15.03	0.11	0.01	8275	0.95
4360	grief	n	14918	15.02	0.06	0.01	9628	0.96
4361	metaphor	n	14916	15.02	0.04	0.00	7907	0.90
4362	skull	n	14911	15.02	0.12	0.03	8398	0.95
4363	pursuit	n	14909	15.01	0.06	0.01	11265	0.96
4364	therapist	n	14907	15.01	0.04	0.01	7316	0.96
4365	backup	n	14904	15.01	0.04	0.01	9373	0.96
4366	workplace	n	14897	15.00	0.06	0.01	7655	0.93
4367	instinct	n	14894	15.00	0.06	0.01	11117	0.98
4368	export	n	14889	14.99	0.07	0.00	5972	0.88
4369	bleed	v	14888	13.81	0.04	0.01	9973	0.96
4370	shock	v	14881	14.99	0.02	0.01	12526	0.97
4371	seventh	m	14877	14.98	0.20	0.01	10740	0.95
4372	fixed	j	14876	14.98	0.06	0.00	9800	0.93
4373	broadcast	n	14871	14.98	0.06	0.01	9312	0.92
4374	disclose	v	14858	14.96	0.01	0.00	9640	0.93
4375	execution	n	14857	14.96	0.04	0.01	7975	0.95
4376	pal	n	14857	14.96	0.11	0.05	10279	0.95
4377	chuckle	v	14855	14.96	0.29	0.18	6952	0.86
4378	pump	v	14855	14.96	0.04	0.01	11234	0.97
4379	density	n	14854	14.96	0.03	0.00	5885	0.87
4380	correction	n	14850	14.95	0.32	0.10	9337	0.94
4381	representative	j	14835	14.94	0.40	0.03	9583	0.92
4382	jump	n	14819	14.92	0.07	0.01	10233	0.97
4383	repair	v	14803	14.91	0.04	0.01	11333	0.97
4384	kinda	r	14792	14.90	0.12	0.01	9059	0.92
4385	relieve	v	14789	14.89	0.02	0.00	12048	0.96
4386	teammate	n	14789	14.89	0.03	0.00	8871	0.89
4387	brush	n	14780	14.88	0.06	0.01	9121	0.92
4388	corridor	n	14779	14.88	0.12	0.06	7655	0.90
4389	russian	n	14778	14.88	0.99	0.00	6486	0.89
4390	enthusiasm	n	14777	14.88	0.03	0.00	12105	0.97
4391	extended	j	14776	14.88	0.05	0.00	11361	0.95
4392	root	v	14773	14.88	0.03	0.00	11728	0.96
4393	alright	r	14773	14.88	0.72	0.01	3716	0.82
4394	panic	n	14761	14.86	0.11	0.01	10348	0.96
4395	pad	n	14749	14.85	0.07	0.02	9258	0.94
4396	bid	n	14746	14.85	0.04	0.01	9565	0.92
4397	mild	j	14741	14.72	0.04	0.00	10507	0.95
4398	productivity	n	14732	14.84	0.05	0.00	7064	0.91
4399	guess	n	14729	14.83	0.04	0.01	11775	0.97
4400	tuck	v	14721	14.82	0.10	0.02	11340	0.90
4401	defeat	n	14716	14.82	0.03	0.00	10566	0.96
4402	railroad	n	14713	14.82	0.22	0.01	7134	0.94
4403	frozen	j	14710	14.81	0.09	0.01	9518	0.94
4404	minimize	v	14707	14.81	0.02	0.00	11196	0.93
4405	amid	i	14704	14.81	0.17	0.00	12525	0.92
4406	inspection	n	14686	14.79	0.08	0.01	7862	0.93
4407	cab	n	14672	14.78	0.11	0.04	7243	0.93
4408	expected	j	14670	14.77	0.03	0.00	10748	0.94
4409	nonsense	n	14670	14.77	0.13	0.01	10544	0.95
4410	leap	v	14664	14.77	0.04	0.02	10142	0.89
4411	draft	v	14645	14.75	0.08	0.01	10235	0.94
4412	rider	n	14637	14.74	0.16	0.02	6414	0.93
4413	theology	n	14636	14.74	0.17	0.01	4475	0.86
4414	terrific	j	14632	14.73	0.11	0.01	11555	0.95
4415	accent	n	14628	14.73	0.04	0.01	9515	0.93
4416	invitation	n	14626	14.73	0.04	0.01	11002	0.98
4417	reply	n	14613	14.72	0.16	0.01	9652	0.92
4418	israeli	n	14606	14.71	0.99	0.00	4701	0.89
4419	liar	n	14604	14.71	0.15	0.02	9054	0.96
4420	oversee	v	14601	14.70	0.01	0.00	12139	0.93
4421	awkward	j	14591	14.69	0.05	0.01	11426	0.96
4422	registration	n	14577	14.68	0.18	0.01	7654	0.92
4423	suburban	j	14577	14.68	0.15	0.02	9845	0.93
4424	handle	n	14576	14.68	0.03	0.01	10287	0.94
4425	momentum	n	14567	14.67	0.04	0.00	10318	0.95
4426	instantly	r	14557	14.66	0.07	0.00	11712	0.95
4427	clerk	n	14547	14.65	0.18	0.05	7608	0.93
4428	chin	n	14538	14.64	0.05	0.01	9860	0.86
4429	hockey	n	14536	14.64	0.19	0.02	5685	0.93
4430	laser	n	14523	14.63	0.12	0.02	5697	0.93
4431	proposition	n	14515	14.62	0.28	0.01	8048	0.94
4432	rob	v	14506	14.61	0.07	0.01	9843	0.98
4433	beam	n	14505	14.61	0.07	0.01	7257	0.93
4434	ancestor	n	14501	14.60	0.03	0.00	7634	0.95
4435	creativity	n	14474	14.58	0.08	0.00	8559	0.92
4436	verse	n	14470	14.57	0.12	0.01	6907	0.92
4437	casual	j	14469	14.57	0.07	0.01	10638	0.95
4438	objection	n	14466	14.57	0.22	0.00	8338	0.96
4439	clever	j	14465	14.57	0.07	0.01	11360	0.98
4440	given	c	14460	14.56	0.35	0.00	11429	0.93
4441	shove	v	14456	14.56	0.04	0.01	10675	0.90
4442	revolutionary	j	14456	14.56	0.26	0.00	9002	0.94
4443	carbohydrate	n	14454	14.56	0.11	0.06	4095	0.84
4444	steam	n	14454	14.56	0.17	0.04	8894	0.95
4445	reportedly	r	14446	14.55	0.03	0.00	11426	0.90
4446	glance	n	14445	14.55	0.03	0.02	10770	0.88
4447	forehead	n	14437	14.54	0.01	0.00	9803	0.84
4448	resume	v	14434	14.54	0.06	0.02	11155	0.96
4449	slide	n	14433	14.53	0.11	0.01	8071	0.94
4450	sheep	n	14430	14.53	0.08	0.01	7164	0.95
4451	good	r	14423	14.52	0.05	0.01	12470	0.99
4452	carpet	n	14417	14.52	0.03	0.00	9376	0.94
4453	cloth	n	14408	14.51	0.03	0.01	8217	0.92
4454	interior	n	14401	14.50	0.18	0.01	9484	0.94
4455	full-time	j	14401	14.50	0.02	0.00	10092	0.95
4456	running	n	14396	14.50	0.05	0.01	11684	0.98
4457	questionnaire	n	14392	14.49	0.14	0.00	4452	0.78
4458	compromise	v	14391	14.49	0.02	0.00	11232	0.97
4459	departure	n	14389	14.49	0.04	0.00	10990	0.96
4460	behalf	i	14387	14.49	0.01	0.00	11434	0.96
4461	graph	n	14381	14.48	0.37	0.28	5795	0.88
4462	diplomatic	j	14381	14.48	0.04	0.00	8242	0.93
4463	thief	n	14374	14.47	0.13	0.01	7941	0.97
4464	herb	n	14373	14.47	0.30	0.03	6749	0.92
4465	subsidy	n	14371	14.47	0.03	0.00	6159	0.93
4466	cast	n	14354	14.45	0.02	0.01	9803	0.95
4467	fossil	n	14345	14.45	0.04	0.00	4909	0.93
4468	patrol	n	14342	14.44	0.31	0.01	7834	0.94
4469	pulse	n	14341	14.44	0.13	0.01	8506	0.95
4470	mechanic	n	14340	14.44	0.13	0.03	8382	0.96
4471	cattle	n	14338	14.44	0.06	0.00	6476	0.94
4472	screening	n	14328	14.43	0.07	0.01	6777	0.91
4473	continuing	j	14322	14.42	0.06	0.01	11489	0.94
4474	electoral	j	14322	14.42	0.20	0.00	6110	0.90
4475	supposedly	r	14318	14.42	0.07	0.00	11682	0.97
4476	dignity	n	14312	14.41	0.05	0.00	9724	0.96
4477	prophet	n	14308	14.41	0.36	0.01	5516	0.92
4478	commentary	n	14305	14.41	0.14	0.02	10020	0.94
4479	sort	v	14299	14.40	0.03	0.01	11301	0.98
4480	spread	n	14295	14.40	0.03	0.01	10227	0.96
4481	serving	n	14291	14.39	0.16	0.14	5221	0.80
4482	safely	r	14286	14.39	0.02	0.01	11760	0.98
4483	homework	n	14277	14.38	0.05	0.01	8676	0.97
4484	allegedly	r	14263	14.36	0.03	0.00	10407	0.92
4485	android	n	14261	14.36	0.86	0.00	3968	0.84
4486	alpha	n	14253	14.35	0.50	0.05	5486	0.89
4487	insert	v	14249	14.35	0.08	0.02	9970	0.93
4488	mortality	n	14244	14.34	0.06	0.00	5546	0.85
4489	contend	v	14242	14.34	0.01	0.00	11002	0.93
4490	elephant	n	14238	14.34	0.15	0.01	6188	0.95
4491	solely	r	14236	14.34	0.01	0.00	11720	0.94
4492	hurt	j	14232	14.33	0.04	0.01	11273	0.98
4493	continent	n	14230	14.33	0.08	0.00	9035	0.95
4494	attribute	n	14222	14.32	0.02	0.00	6164	0.79
4495	ecosystem	n	14216	14.32	0.03	0.00	5381	0.86
4496	leave	n	14202	14.30	0.09	0.01	9645	0.97
4497	nearby	r	14195	14.29	0.10	0.00	11982	0.95
4498	olive	j	14192	14.29	0.05	0.00	6367	0.86
4499	syndrome	n	14192	14.29	0.20	0.01	7422	0.94
4500	minimum	n	14187	14.29	0.03	0.01	10584	0.95
4501	catch	n	14181	14.28	0.09	0.01	8994	0.95
4502	abstract	j	14180	14.28	0.22	0.06	9818	0.91
4503	accusation	n	14179	14.28	0.02	0.00	9816	0.95
4504	coming	j	14178	14.28	0.03	0.00	12138	0.96
4505	sock	n	14170	14.27	0.08	0.01	8563	0.94
4506	pickup	n	14166	14.27	0.04	0.01	8825	0.94
4507	shuttle	n	14163	14.26	0.14	0.02	5275	0.92
4508	improved	j	14162	14.26	0.08	0.00	10488	0.92
4509	calculation	n	14158	14.26	0.04	0.00	8846	0.94
4510	innovative	j	14152	14.25	0.06	0.00	10469	0.93
4511	demographic	j	14150	14.25	0.11	0.01	7792	0.87
4512	accommodate	v	14139	14.24	0.01	0.00	11370	0.95
4513	jaw	n	14133	14.40	0.12	0.02	9141	0.90
4514	unfair	j	14132	14.23	0.03	0.00	10858	0.97
